Student ID , Full Name,SEX , Programme ,Faculty/School,Age ,Region ,Year Level,Fees Paid GHS,Admission Status ,Phone Number,Email 
UCC03653,Student_1634,male,BCom Accounting,Faculty of Science and Technology,23.0,Northern,100,5732.6,withdrawn,0247918192,student1634@ucc.edu.gh
UCC03654,Student_1635,female,BSc Information Technology,School of Business,25.0,Bono,100,3838.85,active,0245687574,student1635@ucc.edu.gh
UCC03655,Student_1636,F,BA Geography,School of Business,23.0,Savannah,300,5986.67,withdrawn,0249983074,student1636@ucc.edu.gh
UCC03656,Student_1637,male,BSc Information Technology,Faculty of Science and Technology,19.0,Western,100,3596.98,withdrawn,0248287599,student1637@ucc.edu.gh
UCC03657,Student_1638,female,BEd Mathematics,School of Medical Sciences,24.0,Northern,100,5200.29,withdrawn,0247766262,student1638@ucc.edu.gh
UCC03658,Student_1639,female,,School of Medical Sciences,18.0,Central,400,4932.25,Active,0248472227,student1639@ucc.edu.gh
UCC03659,Student_1640,Female,BEd Mathematics,School of Business,25.0,Savannah,100,6386.73,,0248605209,student1640@ucc.edu.gh
UCC03660,Student_1641,F,BSc. Data Science,School of Medical Sciences,26.0,Eastern,200,4203.53,Active,0241265140,student1641@ucc.edu.gh
UCC03661,Student_1642,F,BSc Data Science,School of Medical Sciences,21.0,Western,300,5470.9,withdrawn,0242021342,student1642@ucc.edu.gh
UCC03662,Student_1643,M,Nursing,School of Agriculture,21.0,Greater Accra,300,5271.07,Deferred,0249469875,student1643@ucc.edu.gh
UCC03663,Student_1644,male,BSc. Data Science,School of Economics,16.0,Bono,200,3878.5,,0248731859,student1644@ucc.edu.gh
UCC03664,Student_1645,female,info tech,Faculty of Science and Technology,22.0,Volta,100,5444.22,,0247739408,student1645@ucc.edu.gh
UCC03665,Student_1646,M,BEd Mathematics,School of Economics,24.0,Bono East,400,4620.08,withdrawn,0246099280,student1646@ucc.edu.gh
UCC03666,Student_1647,Female,,School of Economics,24.0,Central,400,4749.63,Deferred,0245430600,student1647@ucc.edu.gh
UCC03667,Student_1648,male,info tech,School of Agriculture,23.0,Ahafo,200,4357.85,active,0241807008,student1648@ucc.edu.gh
UCC03668,Student_1649,male,BSc Nursing,School of Business,22.0,North East,100,4872.34,Active,0247067131,student1649@ucc.edu.gh
UCC03669,Student_1650,M,BA Economics,School of Agriculture,25.0,Savannah,200,4850.67,Deferred,0245447091,student1650@ucc.edu.gh
UCC03670,Student_1651,female,BSc Data Science,School of Business,19.0,Greater Accra,400,,,0240319644,student1651@ucc.edu.gh
UCC03671,Student_1652,M,BSc Agriculture,School of Business,19.0,Upper West,100,5185.55,Deferred,0240146061,
UCC03672,Student_1653,male,BSc. Data Science,School of Economics,18.0,Savannah,200,5856.05,Deferred,0241879348,student1653@ucc.edu.gh
UCC03673,Student_1654,M,BSc Information Technology,Faculty of Education,20.0,Upper East,200,5791.01,Graduated,0243974069,student1654@ucc.edu.gh
UCC03674,Student_1655,M,BCom Accounting,School of Economics,19.0,Upper West,100,6600.5,Active,0242673596,student1655@ucc.edu.gh
UCC03675,Student_1656,Female,BSc Information Technology,School of Agriculture,16.0,Ashanti,400,5623.1,Graduated,0247264654,student1656@ucc.edu.gh
UCC03676,Student_1657,male,BSc Information Technology,School of Economics,20.0,Greater Accra,100,4972.66,active,0242912121,student1657@ucc.edu.gh
UCC03677,Student_1658,F,BSc Information Technology,School of Agriculture,25.0,Upper East,400,6159.23,Deferred,0240894876,student1658@ucc.edu.gh
UCC03678,Student_1659,Female,BA Econ,School of Economics,23.0,Northern,300,,Active,0245399660,student1659@ucc.edu.gh
UCC03679,Student_1660,,info tech,School of Medical Sciences,25.0,Central,400,5147.78,,0248368173,student1660@ucc.edu.gh
UCC03680,Student_1661,female,Nursing,School of Agriculture,24.0,Volta,400,1774.46,Active,0243293808,student1661@ucc.edu.gh
UCC03681,Student_1662,male,BSc. Data Science,School of Medical Sciences,,Savannah,300,3719.89,Active,0249808577,student1662@ucc.edu.gh
UCC03682,Student_1663,Female,BEd Mathematics,School of Business,22.0,Eastern,200,5639.49,Deferred,0247700689,student1663@ucc.edu.gh
UCC03683,Student_1664,,BCom Accounting,School of Economics,20.0,Western North,200,6409.68,,0247478692,student1664@ucc.edu.gh
UCC03684,Student_1665,Female,,School of Economics,23.0,Central,400,5446.19,withdrawn,0248470021,student1665@ucc.edu.gh
UCC03685,Student_1666,F,BSc Information Technology,School of Business,32.0,Ahafo,300,5530.04,withdrawn,0244887425,student1666@ucc.edu.gh
UCC03686,Student_1667,M,BA Econ,Faculty of Science and Technology,18.0,Eastern,300,5607.31,withdrawn,0247566688,student1667@ucc.edu.gh
UCC03687,Student_1668,F,BSc Data Science,Faculty of Education,26.0,Volta,100,,Graduated,0240243003,student1668@ucc.edu.gh
UCC03688,Student_1669,male,BSc Information Technology,School of Agriculture,21.0,Volta,400,,Deferred,0244314926,student1669@ucc.edu.gh
UCC03689,Student_1670,Female,BCom Accounting,Faculty of Education,27.0,Greater Accra,300,5568.29,active,0243179167,student1670@ucc.edu.gh
UCC03690,Student_1671,Female,BEd Mathematics,Faculty of Science and Technology,24.0,Central,200,3314.52,Graduated,0249253171,student1671@ucc.edu.gh
UCC03691,Student_1672,male,BCom Accounting,School of Business,21.0,Bono,300,5390.27,Active,0248879274,student1672@ucc.edu.gh
UCC03692,Student_1673,,BEd Mathematics,Faculty of Science and Technology,22.0,Western North,300,6503.84,withdrawn,0249412703,student1673@ucc.edu.gh
UCC03693,Student_1674,M,BA Geography,Faculty of Education,25.0,Western,300,5145.84,Active,0245879467,student1674@ucc.edu.gh
UCC03694,Student_1675,,BSc Agriculture,Faculty of Science and Technology,28.0,Eastern,300,5430.49,Graduated,0248272036,student1675@ucc.edu.gh
UCC03695,Student_1676,Female,BA Economics,School of Economics,25.0,Upper East,200,6106.35,,0248969400,student1676@ucc.edu.gh
UCC03696,Student_1677,male,BSc Data Science,School of Medical Sciences,21.0,Upper East,300,4624.31,withdrawn,0248324664,student1677@ucc.edu.gh
UCC03697,Student_1678,,BA Econ,School of Economics,,Savannah,400,,Deferred,0247493523,student1678@ucc.edu.gh
UCC03698,Student_1679,Male ,BSc Data Science,Faculty of Education,28.0,Greater Accra,300,6028.42,withdrawn,0247992925,student1679@ucc.edu.gh
UCC03699,Student_1680,F,BA Econ,School of Agriculture,24.0,Oti,200,4963.92,withdrawn,0247910906,student1680@ucc.edu.gh
UCC03700,Student_1681,Male ,info tech,School of Agriculture,22.0,Oti,400,2163.81,,0241893644,
UCC03701,Student_1682,Male ,,School of Agriculture,18.0,Upper East,300,4677.64,withdrawn,0246838870,student1682@ucc.edu.gh
UCC03702,Student_1683,F,Nursing,School of Medical Sciences,26.0,Volta,200,,Graduated,0249827452,student1683@ucc.edu.gh
UCC03703,Student_1684,male,BSc Data Science,School of Medical Sciences,22.0,Northern,400,5189.29,withdrawn,0246121827,student1684@ucc.edu.gh
UCC03704,Student_1685,F,BA Economics,Faculty of Science and Technology,20.0,Upper West,300,6551.68,,0245057926,student1685@ucc.edu.gh
UCC03705,Student_1686,M,info tech,School of Economics,25.0,Western North,300,6024.26,Graduated,0245014635,student1686@ucc.edu.gh
UCC03706,Student_1687,Male ,BSc Nursing,School of Agriculture,25.0,Greater Accra,300,5071.27,Active,0241492058,student1687@ucc.edu.gh
UCC03707,Student_1688,Female,info tech,Faculty of Science and Technology,20.0,Bono,400,4495.07,Deferred,0249737423,student1688@ucc.edu.gh
UCC03708,Student_1689,Male ,BSc Nursing,Faculty of Education,20.0,Ahafo,100,2602.3,withdrawn,0246432295,student1689@ucc.edu.gh
UCC03709,Student_1690,,info tech,School of Medical Sciences,24.0,Western,300,5721.03,Graduated,0247303476,student1690@ucc.edu.gh
UCC03710,Student_1691,male,BEd Mathematics,Faculty of Science and Technology,26.0,Volta,200,5237.8,withdrawn,0241828086,student1691@ucc.edu.gh
UCC03711,Student_1692,F,BSc Agriculture,School of Medical Sciences,21.0,Upper West,100,6027.45,withdrawn,0241960262,student1692@ucc.edu.gh
UCC03712,Student_1693,Female,BA Economics,School of Economics,22.0,Western North,300,5253.59,,0241428600,student1693@ucc.edu.gh
UCC03713,Student_1694,,BSc Agriculture,School of Agriculture,20.0,Greater Accra,200,4128.11,withdrawn,0245308102,student1694@ucc.edu.gh
UCC03714,Student_1695,female,BSc Information Technology,Faculty of Education,26.0,Upper East,300,5409.15,active,0249033528,
UCC03715,Student_1696,Female,BEd Mathematics,School of Economics,25.0,North East,200,5218.91,Deferred,0245658174,student1696@ucc.edu.gh
UCC03716,Student_1697,male,BA Econ,Faculty of Science and Technology,19.0,Western,300,6014.77,Deferred,0241647956,student1697@ucc.edu.gh
UCC03717,Student_1698,male,info tech,Faculty of Science and Technology,28.0,Savannah,200,4497.88,Graduated,0240186633,student1698@ucc.edu.gh
UCC03718,Student_1699,male,BA Economics,School of Business,34.0,Ahafo,200,4085.53,Active,0242939529,student1699@ucc.edu.gh
UCC03719,Student_1700,,BA Econ,School of Economics,17.0,Central,100,5031.76,Active,0247051035,student1700@ucc.edu.gh
UCC03720,Student_1701,F,Nursing,Faculty of Education,24.0,Upper East,100,4775.96,Active,0246025595,student1701@ucc.edu.gh
UCC03721,Student_1702,male,BA Econ,School of Agriculture,18.0,Upper East,400,4191.77,withdrawn,0246697190,student1702@ucc.edu.gh
UCC03722,Student_1703,,BCom Accounting,School of Medical Sciences,22.0,Upper West,200,4173.68,,0249601002,student1703@ucc.edu.gh
UCC03723,Student_1704,M,BSc Information Technology,School of Business,18.0,North East,200,6346.37,Graduated,0243441271,student1704@ucc.edu.gh
UCC03724,Student_1705,M,BSc Data Science,Faculty of Education,27.0,Oti,100,4768.16,withdrawn,0243682267,student1705@ucc.edu.gh
UCC03725,Student_1706,Male ,BA Econ,School of Agriculture,21.0,Greater Accra,400,6221.94,,0243043761,student1706@ucc.edu.gh
UCC03726,Student_1707,Male ,BSc Agriculture,School of Economics,26.0,Western,200,7423.54,active,0245368617,student1707@ucc.edu.gh
UCC03727,Student_1708,F,BSc Nursing,School of Medical Sciences,23.0,Ashanti,300,4618.47,Graduated,0245864760,student1708@ucc.edu.gh
UCC03728,Student_1709,female,BA Geography,Faculty of Education,28.0,Upper West,300,4039.79,Graduated,0244696247,student1709@ucc.edu.gh
UCC03729,Student_1710,Male ,Nursing,School of Business,19.0,Upper West,400,3672.03,,0248894176,student1710@ucc.edu.gh
UCC03730,Student_1711,Male ,Nursing,School of Agriculture,16.0,Western North,200,6194.31,Graduated,0243499185,student1711@ucc.edu.gh
UCC03731,Student_1712,Male ,BA Geography,School of Agriculture,21.0,Western North,200,4738.48,,0248708830,student1712@ucc.edu.gh
UCC03732,Student_1713,Female,info tech,School of Medical Sciences,21.0,Upper West,100,5025.54,active,0243538397,student1713@ucc.edu.gh
UCC03733,Student_1714,,,School of Economics,17.0,Bono East,100,4479.76,Graduated,0241675957,student1714@ucc.edu.gh
UCC03734,Student_1715,Male ,BSc Information Technology,School of Medical Sciences,24.0,Eastern,200,4786.26,,0242187944,student1715@ucc.edu.gh
UCC03735,Student_1716,male,BSc Nursing,School of Economics,24.0,Greater Accra,300,8056.13,,0245516278,student1716@ucc.edu.gh
UCC03736,Student_1717,Male ,BCom Accounting,Faculty of Science and Technology,27.0,Volta,100,4152.05,active,0242575923,student1717@ucc.edu.gh
UCC03737,Student_1718,Female,BA Economics,Faculty of Science and Technology,26.0,Greater Accra,300,2468.21,Active,0248039076,student1718@ucc.edu.gh
UCC03738,Student_1719,F,BA Economics,School of Economics,21.0,Bono,300,4831.02,,0246195774,student1719@ucc.edu.gh
UCC03739,Student_1720,Female,BSc Nursing,Faculty of Education,19.0,Upper East,300,,,0247139142,student1720@ucc.edu.gh
UCC03740,Student_1721,male,BCom Accounting,School of Business,17.0,North East,300,5731.73,Graduated,0245651136,student1721@ucc.edu.gh
UCC03741,Student_1722,Female,info tech,Faculty of Science and Technology,22.0,Greater Accra,400,4904.23,withdrawn,0247490870,student1722@ucc.edu.gh
UCC03742,Student_1723,male,BSc Data Science,Faculty of Education,,Bono East,400,6274.56,Deferred,0248479916,student1723@ucc.edu.gh
UCC03743,Student_1724,F,BEd Mathematics,School of Medical Sciences,24.0,Oti,100,2459.8,active,0248683460,student1724@ucc.edu.gh
UCC03744,Student_1725,female,BA Econ,Faculty of Science and Technology,17.0,Upper West,200,5588.62,Active,0241198280,student1725@ucc.edu.gh
UCC03745,Student_1726,Male ,BA Economics,School of Agriculture,23.0,Western North,400,6548.64,Active,0242911054,student1726@ucc.edu.gh
UCC03746,Student_1727,M,,School of Agriculture,24.0,Bono East,200,4427.11,Deferred,0244858363,student1727@ucc.edu.gh
UCC03747,Student_1728,female,BA Economics,Faculty of Education,20.0,Bono East,100,4409.34,Graduated,0240314113,student1728@ucc.edu.gh
UCC03748,Student_1729,Male ,Nursing,School of Business,24.0,Central,300,4366.84,withdrawn,0246268230,student1729@ucc.edu.gh
UCC03749,Student_1730,M,BA Econ,School of Agriculture,22.0,Volta,200,4245.02,Deferred,0246028499,student1730@ucc.edu.gh
UCC03750,Student_1731,male,info tech,School of Medical Sciences,26.0,Savannah,400,6218.14,Graduated,0241858356,student1731@ucc.edu.gh
UCC03751,Student_1732,Female,,Faculty of Science and Technology,27.0,Ashanti,200,,,0245375150,student1732@ucc.edu.gh
UCC03752,Student_1733,male,Nursing,School of Agriculture,23.0,Western North,400,5628.34,Graduated,0248967370,student1733@ucc.edu.gh
UCC03753,Student_1734,male,BSc. Data Science,Faculty of Science and Technology,25.0,Northern,200,3065.24,active,0243596299,student1734@ucc.edu.gh
UCC03754,Student_1735,Male ,BA Econ,School of Business,18.0,Eastern,400,3382.93,withdrawn,0241809091,student1735@ucc.edu.gh
UCC03755,Student_1736,F,BA Econ,School of Economics,21.0,Upper East,300,5016.13,withdrawn,0244057914,student1736@ucc.edu.gh
UCC03756,Student_1737,male,info tech,School of Agriculture,24.0,North East,200,3592.17,active,0242150753,student1737@ucc.edu.gh
UCC03757,Student_1738,,BCom Accounting,Faculty of Science and Technology,21.0,Savannah,100,3541.13,Graduated,0244175520,student1738@ucc.edu.gh
UCC03758,Student_1739,male,BSc Nursing,School of Economics,22.0,Ahafo,200,6304.49,Graduated,0247607917,student1739@ucc.edu.gh
UCC03759,Student_1740,male,BCom Accounting,School of Business,19.0,Western,400,5445.76,withdrawn,0244751653,student1740@ucc.edu.gh
UCC03760,Student_1741,Female,BSc Information Technology,School of Agriculture,28.0,Eastern,200,4916.02,withdrawn,0248302726,student1741@ucc.edu.gh
UCC03761,Student_1742,Male ,BSc Data Science,School of Business,19.0,Western,100,5627.18,withdrawn,0240338089,student1742@ucc.edu.gh
UCC03762,Student_1743,M,,School of Agriculture,25.0,Eastern,300,3177.64,withdrawn,0247953551,student1743@ucc.edu.gh
UCC03763,Student_1744,female,BSc. Data Science,Faculty of Education,21.0,North East,200,3721.32,Graduated,0246872739,student1744@ucc.edu.gh
UCC03764,Student_1745,male,BA Econ,Faculty of Science and Technology,24.0,Upper West,300,5133.95,withdrawn,0240204986,student1745@ucc.edu.gh
UCC03765,Student_1746,female,BSc Nursing,School of Medical Sciences,20.0,Ahafo,300,3097.55,,0242673217,student1746@ucc.edu.gh
UCC03766,Student_1747,F,BSc. Data Science,School of Agriculture,21.0,Western North,300,,Graduated,0242614487,student1747@ucc.edu.gh
UCC03767,Student_1748,F,Nursing,School of Medical Sciences,24.0,Central,400,4442.06,active,0247911963,student1748@ucc.edu.gh
UCC03768,Student_1749,,Nursing,School of Agriculture,24.0,Western,200,5060.54,,0242260358,student1749@ucc.edu.gh
UCC03769,Student_1750,F,BSc Agriculture,School of Business,25.0,Volta,200,4569.56,Active,0240016643,student1750@ucc.edu.gh
UCC03770,Student_1751,male,BSc. Data Science,School of Medical Sciences,23.0,Volta,100,3744.1,active,0249576115,student1751@ucc.edu.gh
UCC03771,Student_1752,female,,School of Medical Sciences,26.0,Volta,300,3802.71,active,0240406284,student1752@ucc.edu.gh
UCC03772,Student_1753,M,BSc Agriculture,School of Agriculture,23.0,Bono,400,4541.42,Deferred,0240937658,student1753@ucc.edu.gh
UCC03773,Student_1754,Male ,BA Economics,School of Medical Sciences,22.0,Eastern,400,5729.84,active,0243909530,student1754@ucc.edu.gh
UCC03774,Student_1755,female,BA Geography,Faculty of Education,25.0,Northern,100,6654.04,Deferred,0249204715,student1755@ucc.edu.gh
UCC03775,Student_1756,Male ,BEd Mathematics,Faculty of Education,23.0,Oti,200,4915.06,Deferred,0245460935,student1756@ucc.edu.gh
UCC03776,Student_1757,,,School of Agriculture,23.0,Bono,200,2512.21,Deferred,0243518346,student1757@ucc.edu.gh
UCC03777,Student_1758,female,BA Geography,School of Business,19.0,Northern,400,5881.26,,0247069811,student1758@ucc.edu.gh
UCC03778,Student_1759,male,Nursing,School of Agriculture,20.0,Upper East,400,5622.28,active,0243084256,student1759@ucc.edu.gh
UCC03779,Student_1760,M,BSc. Data Science,School of Medical Sciences,24.0,Northern,100,4160.94,Active,0243146992,student1760@ucc.edu.gh
UCC03780,Student_1761,male,BSc Agriculture,School of Business,20.0,Western,400,4574.17,,0241133420,student1761@ucc.edu.gh
UCC03781,Student_1762,F,,School of Business,23.0,Ahafo,400,6550.43,Deferred,0243074144,student1762@ucc.edu.gh
UCC03782,Student_1763,M,BSc Nursing,School of Business,16.0,Ashanti,100,6726.52,withdrawn,0240479177,student1763@ucc.edu.gh
UCC03783,Student_1764,Female,BA Economics,Faculty of Education,29.0,Savannah,300,3868.34,withdrawn,0240349720,
UCC03784,Student_1765,Female,info tech,Faculty of Education,25.0,Bono East,400,7484.02,Graduated,0246394530,student1765@ucc.edu.gh
UCC03785,Student_1766,female,Nursing,Faculty of Science and Technology,21.0,Volta,200,5380.76,withdrawn,0247829349,student1766@ucc.edu.gh
UCC03786,Student_1767,,BSc. Data Science,School of Agriculture,,Savannah,300,7846.37,withdrawn,0248462059,student1767@ucc.edu.gh
UCC03787,Student_1768,male,BSc Data Science,School of Medical Sciences,20.0,Savannah,400,3212.47,Deferred,0240578746,student1768@ucc.edu.gh
UCC03788,Student_1769,Male ,BA Geography,School of Agriculture,21.0,Western North,300,4189.57,,0245837866,student1769@ucc.edu.gh
UCC03789,Student_1770,male,BSc. Data Science,School of Economics,24.0,Upper East,400,2223.76,active,0241849239,student1770@ucc.edu.gh
UCC03790,Student_1771,male,BA Economics,Faculty of Education,25.0,Greater Accra,200,4585.26,,0241250130,
UCC03791,Student_1772,female,BA Geography,School of Agriculture,21.0,Western North,400,5813.14,,0245319375,student1772@ucc.edu.gh
UCC03792,Student_1773,female,BA Geography,School of Agriculture,24.0,Upper East,200,,withdrawn,0240453329,
UCC03793,Student_1774,F,info tech,School of Economics,24.0,Ashanti,400,3958.27,active,0249586851,student1774@ucc.edu.gh
UCC03794,Student_1775,,BCom Accounting,School of Medical Sciences,22.0,Greater Accra,400,5240.7,Active,0245610575,student1775@ucc.edu.gh
UCC03795,Student_1776,M,BSc Nursing,School of Medical Sciences,21.0,Central,300,4452.3,,0247557225,student1776@ucc.edu.gh
UCC03796,Student_1777,male,BA Econ,Faculty of Education,,Oti,100,5669.9,,0243668115,student1777@ucc.edu.gh
UCC03797,Student_1778,Male ,BA Geography,School of Economics,16.0,Western,200,4653.88,withdrawn,0248654712,student1778@ucc.edu.gh
UCC03798,Student_1779,Female,BCom Accounting,School of Agriculture,23.0,Greater Accra,300,4486.55,Active,0245078184,student1779@ucc.edu.gh
UCC03799,Student_1780,Female,BA Econ,School of Business,20.0,Volta,100,2716.26,Active,0247003004,student1780@ucc.edu.gh
UCC03800,Student_1781,female,BA Econ,School of Business,22.0,Upper East,300,5156.09,Graduated,0241375121,student1781@ucc.edu.gh
UCC03801,Student_1782,female,BCom Accounting,School of Agriculture,20.0,Northern,200,6571.09,active,0243486769,student1782@ucc.edu.gh
UCC03802,Student_1783,F,info tech,Faculty of Education,,Northern,100,3292.22,active,0247426026,student1783@ucc.edu.gh
UCC03803,Student_1784,M,BSc Information Technology,School of Economics,20.0,Bono,100,5908.61,Graduated,0243699536,student1784@ucc.edu.gh
UCC03804,Student_1785,Female,BCom Accounting,Faculty of Education,21.0,Bono,100,4910.01,Deferred,0247761748,student1785@ucc.edu.gh
UCC03805,Student_1786,F,BA Econ,School of Business,22.0,Upper West,200,2321.25,Graduated,0245380343,student1786@ucc.edu.gh
UCC03806,Student_1787,female,BSc Data Science,School of Medical Sciences,22.0,Greater Accra,200,4398.64,,0248028645,student1787@ucc.edu.gh
UCC03807,Student_1788,,BA Economics,Faculty of Education,25.0,Central,300,4480.45,Graduated,0243474917,student1788@ucc.edu.gh
UCC03808,Student_1789,Male ,Nursing,School of Business,27.0,Western North,400,5335.04,Graduated,0242450206,student1789@ucc.edu.gh
UCC03809,Student_1790,F,BSc Data Science,School of Medical Sciences,23.0,Central,400,5469.25,Active,0241962206,student1790@ucc.edu.gh
UCC03810,Student_1791,,BSc Information Technology,School of Agriculture,19.0,Central,400,4967.59,active,0247383945,student1791@ucc.edu.gh
UCC03811,Student_1792,male,BEd Mathematics,Faculty of Education,25.0,Northern,400,,Deferred,0248879199,student1792@ucc.edu.gh
UCC03812,Student_1793,female,BCom Accounting,Faculty of Education,23.0,Western,300,3719.28,withdrawn,0240156500,student1793@ucc.edu.gh
UCC03813,Student_1794,female,Nursing,School of Business,19.0,Bono East,200,4582.93,withdrawn,0240099011,student1794@ucc.edu.gh
UCC03814,Student_1795,F,BA Geography,School of Business,23.0,Eastern,300,4624.76,withdrawn,0243234322,student1795@ucc.edu.gh
UCC03815,Student_1796,Male ,BA Geography,School of Medical Sciences,25.0,Eastern,100,6204.11,Deferred,0243563754,student1796@ucc.edu.gh
UCC03816,Student_1797,F,BSc Agriculture,Faculty of Science and Technology,20.0,Upper West,200,2594.48,withdrawn,0247500995,student1797@ucc.edu.gh
UCC03817,Student_1798,,Nursing,School of Medical Sciences,21.0,Greater Accra,200,5523.05,Deferred,0247836877,student1798@ucc.edu.gh
UCC03818,Student_1799,Male ,Nursing,Faculty of Education,23.0,Ashanti,400,6605.5,withdrawn,0240958714,student1799@ucc.edu.gh
UCC03819,Student_1800,female,BA Geography,Faculty of Education,22.0,Eastern,300,4952.98,withdrawn,0243782806,student1800@ucc.edu.gh
UCC03820,Student_1801,,BSc Data Science,Faculty of Education,18.0,Upper West,400,8782.66,Deferred,0247533695,student1801@ucc.edu.gh
UCC03821,Student_1802,F,,School of Agriculture,30.0,Northern,200,4216.54,active,0243493035,student1802@ucc.edu.gh
UCC03822,Student_1803,M,BSc Data Science,School of Business,21.0,Bono,400,4635.25,,0241689161,student1803@ucc.edu.gh
UCC03823,Student_1804,Female,BCom Accounting,Faculty of Education,20.0,Ashanti,100,4133.85,,0248031019,student1804@ucc.edu.gh
UCC03824,Student_1805,F,BSc Data Science,Faculty of Education,21.0,Upper West,200,,Deferred,0245402954,student1805@ucc.edu.gh
UCC03825,Student_1806,F,Nursing,School of Medical Sciences,22.0,Western North,100,5551.16,Deferred,0245754348,student1806@ucc.edu.gh
UCC03826,Student_1807,,BSc. Data Science,School of Business,23.0,North East,200,4361.2,Graduated,0249547447,student1807@ucc.edu.gh
UCC03827,Student_1808,M,BA Geography,School of Medical Sciences,19.0,Western North,400,3813.65,Active,0248788766,student1808@ucc.edu.gh
UCC03828,Student_1809,M,BSc. Data Science,Faculty of Science and Technology,26.0,Ahafo,200,2890.36,Active,0240695099,student1809@ucc.edu.gh
UCC03829,Student_1810,male,BSc Agriculture,School of Medical Sciences,18.0,Savannah,200,4613.67,active,0247813607,student1810@ucc.edu.gh
UCC03830,Student_1811,M,BA Econ,School of Medical Sciences,21.0,Western North,300,4776.55,active,0248717718,student1811@ucc.edu.gh
UCC03831,Student_1812,Male ,BCom Accounting,Faculty of Science and Technology,25.0,North East,300,4435.84,active,0240617737,student1812@ucc.edu.gh
UCC03832,Student_1813,Female,BSc Data Science,School of Medical Sciences,25.0,Western North,100,7468.82,Active,0244804853,student1813@ucc.edu.gh
UCC03833,Student_1814,Female,BSc Nursing,Faculty of Education,16.0,Central,300,5579.07,active,0240956683,student1814@ucc.edu.gh
UCC03834,Student_1815,male,BA Geography,Faculty of Education,22.0,Northern,200,4155.73,,0243481385,student1815@ucc.edu.gh
UCC03835,Student_1816,Male ,BCom Accounting,School of Economics,23.0,Northern,300,5653.65,active,0245643216,student1816@ucc.edu.gh
UCC03836,Student_1817,,BEd Mathematics,School of Business,,Bono East,400,5786.68,Deferred,0244038764,student1817@ucc.edu.gh
UCC03837,Student_1818,male,BA Geography,Faculty of Education,21.0,Ahafo,300,4793.95,,0240473474,student1818@ucc.edu.gh
UCC03838,Student_1819,,,School of Agriculture,22.0,Central,100,4306.58,,0243359030,student1819@ucc.edu.gh
UCC03839,Student_1820,male,BSc Information Technology,School of Business,24.0,Greater Accra,200,3628.04,Deferred,0245737142,
UCC03840,Student_1821,Female,BA Geography,School of Medical Sciences,25.0,Northern,400,6447.11,Active,0246807394,student1821@ucc.edu.gh
UCC03841,Student_1822,,BSc Agriculture,School of Economics,18.0,Oti,400,4606.93,Deferred,0240487758,student1822@ucc.edu.gh
UCC03842,Student_1823,Male ,Nursing,School of Agriculture,24.0,Northern,100,4571.48,active,0243521841,student1823@ucc.edu.gh
UCC03843,Student_1824,female,Nursing,Faculty of Education,24.0,Northern,300,6136.97,Deferred,0244574164,student1824@ucc.edu.gh
UCC03844,Student_1825,Female,BSc Agriculture,School of Agriculture,25.0,Eastern,200,,,0241567235,student1825@ucc.edu.gh
UCC03845,Student_1826,female,BSc. Data Science,School of Medical Sciences,20.0,Ashanti,100,7752.35,Graduated,0242584191,student1826@ucc.edu.gh
UCC03846,Student_1827,F,Nursing,School of Economics,24.0,Central,400,4168.9,Deferred,0246388594,student1827@ucc.edu.gh
UCC03847,Student_1828,,BA Econ,School of Agriculture,16.0,Bono,400,4354.87,Active,0246488630,student1828@ucc.edu.gh
UCC03848,Student_1829,female,BCom Accounting,School of Medical Sciences,21.0,Upper East,400,3957.0,active,0243209361,student1829@ucc.edu.gh
UCC03849,Student_1830,Female,BA Geography,School of Business,21.0,Eastern,100,,,0246581555,student1830@ucc.edu.gh
UCC03850,Student_1831,F,BCom Accounting,School of Medical Sciences,23.0,Savannah,400,5286.86,,0242582172,student1831@ucc.edu.gh
UCC03851,Student_1832,female,BA Geography,School of Medical Sciences,25.0,Central,200,5650.46,active,0244411515,student1832@ucc.edu.gh
UCC03852,Student_1833,F,info tech,School of Medical Sciences,19.0,Upper West,400,4341.99,Active,0246393203,student1833@ucc.edu.gh
UCC03853,Student_1834,Female,BSc. Data Science,School of Economics,26.0,Volta,100,4850.03,Deferred,0242746225,student1834@ucc.edu.gh
UCC03854,Student_1835,F,BEd Mathematics,School of Agriculture,16.0,Oti,100,5053.52,active,0249372400,student1835@ucc.edu.gh
UCC03855,Student_1836,Female,,School of Medical Sciences,,Savannah,400,6352.1,active,0247605109,student1836@ucc.edu.gh
UCC03856,Student_1837,M,BSc Nursing,School of Economics,26.0,Ahafo,100,4073.45,Graduated,0244414631,student1837@ucc.edu.gh
UCC03857,Student_1838,Female,BSc Nursing,School of Economics,23.0,Oti,300,5013.0,Active,0244578976,student1838@ucc.edu.gh
UCC03858,Student_1839,F,Nursing,Faculty of Science and Technology,28.0,Oti,100,5318.58,,0248852720,student1839@ucc.edu.gh
UCC03859,Student_1840,,BCom Accounting,School of Medical Sciences,25.0,Upper East,300,5291.75,,0243875226,student1840@ucc.edu.gh
UCC03860,Student_1841,Female,BA Economics,Faculty of Education,23.0,Ashanti,100,4889.95,Deferred,0244208469,student1841@ucc.edu.gh
UCC03861,Student_1842,Female,BA Econ,School of Economics,21.0,Savannah,100,6027.52,Deferred,0248342607,student1842@ucc.edu.gh
